Festival,Ano,Dia,Artista,Palco,Tipo de Palco,Nacionalidade
Sudoeste,2011,06/08,David Guetta,Palco TMN,Principal,
Sudoeste,2011,06/08,King Khan & The Shrines,Planeta Sudoeste | Palco Santa Casa,Secundário,
Sudoeste,2011,06/08,Mara Trax,GrooveBox,Secundário,
Sudoeste,2011,06/08,Maria Gasolina,Planeta Sudoeste | Palco Santa Casa,Secundário,
Sudoeste,2011,06/08,Mexican Institute Of Sound,Palco TMN,Principal,
Sudoeste,2011,06/08,Mr. Vegas,Positive Vibes,Secundário,
Sudoeste,2011,06/08,Nouvelle Vague com Rui Pregal da Cunha,Planeta Sudoeste | Palco Santa Casa,Secundário,
Sudoeste,2011,06/08,Nu Bai,Positive Vibes,Secundário,
Sudoeste,2011,06/08,Rui Vargas & André Cascais,GrooveBox,Secundário,
Sudoeste,2011,06/08,Scissor Sisters,Palco TMN,Principal,
Sudoeste,2011,06/08,The Script,Palco TMN,Principal,
Sudoeste,2011,06/08,Tony Matterhorn,Positive Vibes,Secundário,
Sudoeste,2011,06/08,Valete,Palco TMN,Principal,
Sudoeste,2011,06/08,Zip,GrooveBox,Secundário,
Sudoeste,2011,07/08,Filipe Pinto,Palco TMN,Principal,
Sudoeste,2011,07/08,Firestarter Sound,Positive Vibes,Secundário,
Sudoeste,2011,07/08,Givers,Planeta Sudoeste | Palco Santa Casa,Secundário,
Sudoeste,2011,07/08,Hello? Repete SoundSystem,GrooveBox,Secundário,
Sudoeste,2011,07/08,Inner Circle,Positive Vibes,Secundário,
Sudoeste,2011,07/08,Interpol,Palco TMN,Principal,
Sudoeste,2011,07/08,Konshens,Positive Vibes,Secundário,
Sudoeste,2011,07/08,Neon Indian,Planeta Sudoeste | Palco Santa Casa,Secundário,
Sudoeste,2011,07/08,Polock,Planeta Sudoeste | Palco Santa Casa,Secundário,
Sudoeste,2011,07/08,Richie Hawtin,GrooveBox,Secundário,
Sudoeste,2011,07/08,Souls of Fire,Positive Vibes,Secundário,
Sudoeste,2011,07/08,Stereo Addiction,GrooveBox,Secundário,
Sudoeste,2011,07/08,Supersonic VS. Herb-a-Lize It,Positive Vibes,Secundário,
Sudoeste,2011,07/08,Swedish House Mafia,Palco TMN,Principal,
Sudoeste,2011,07/08,The National,Palco TMN,Principal,
Sudoeste,2011,07/08,Zola Jesus,Planeta Sudoeste | Palco Santa Casa,Secundário,
Sudoeste,2012,01/08,Afrojack,Palco TMN,Principal,
Sudoeste,2012,01/08,Martin Solveig,Palco TMN,Principal,
Sudoeste,2012,01/08,Pete Tha Zouk,Palco TMN,Principal,
Sudoeste,2012,02/08,Ben Harper,Palco TMN,Principal,
Sudoeste,2012,02/08,Ben Howard,Palco TMN,Principal,
Sudoeste,2012,02/08,Dorian Paic,Palco GrooveBox,Secundário,
Sudoeste,2012,02/08,Fat Freddy's Drop,Palco TMN,Principal,
Sudoeste,2012,02/08,Freddy Locks,Reggae Box,Secundário,
Sudoeste,2012,02/08,Half Pint + Cornell Campbell + Far East Band,Reggae Box,Secundário,
Sudoeste,2012,02/08,João Maria,Palco GrooveBox,Secundário,
Sudoeste,2012,02/08,"Lee Scratch Perry, Max Romeo & The Congos",Reggae Box,Secundário,
Sudoeste,2012,02/08,Marcelo D2,Palco TMN,Principal,
Sudoeste,2012,02/08,Matisyahu,Palco TMN,Principal,
Sudoeste,2012,02/08,Meninos do Coro,Palco TMN,Principal,
Sudoeste,2012,02/08,Miguel Neto,Palco GrooveBox,Secundário,
Sudoeste,2012,02/08,Ramboiage,Palco GrooveBox,Secundário,
Sudoeste,2012,02/08,Rui Vargas & André Cascais,Palco GrooveBox,Secundário,
Sudoeste,2012,02/08,Saxon Sound,Reggae Box,Secundário,
Sudoeste,2012,02/08,Tensnake,Palco GrooveBox,Secundário,
Sudoeste,2012,02/08,The Twelves,Palco GrooveBox,Secundário,
Sudoeste,2012,03/08,Benoit & Sergio,Palco GrooveBox,Secundário,
Sudoeste,2012,03/08,Best Youth,Palco GrooveBox,Secundário,
Sudoeste,2012,03/08,Dreadzone,Reggae Box,Secundário,
Sudoeste,2012,03/08,Eddie Vedder,Palco TMN,Principal,
Sudoeste,2012,03/08,Example,Palco TMN,Principal,
Sudoeste,2012,03/08,Gen Hansard,Palco TMN,Principal,
Sudoeste,2012,03/08,Iration Steppas,Reggae Box,Secundário,
Sudoeste,2012,03/08,Jamaican Legends feat. Bitty McLean,Reggae Box,Secundário,
Sudoeste,2012,03/08,James Morrison,Palco TMN,Principal,
Sudoeste,2012,03/08,"Luciano, Cesar Merveille & Maayan Nidam",Palco GrooveBox,Secundário,
Sudoeste,2012,03/08,Meninos do Coro,Palco TMN,Principal,
Sudoeste,2012,03/08,Nicolas Jaar,Palco GrooveBox,Secundário,
Sudoeste,2012,03/08,Richie Campbell,Palco TMN,Principal,
Sudoeste,2012,03/08,Serginho,Palco GrooveBox,Secundário,
Sudoeste,2012,03/08,UrbanVibz,Reggae Box,Secundário,
Sudoeste,2012,04/08,Calle 13,Palco TMN,Principal,
Sudoeste,2012,04/08,Chapa Dux,Reggae Box,Secundário,
Sudoeste,2012,04/08,Daze Maxim,Palco GrooveBox,Secundário,
Sudoeste,2012,04/08,Expander,Palco GrooveBox,Secundário,
Sudoeste,2012,04/08,Four Tet,Palco GrooveBox,Secundário,
Sudoeste,2012,04/08,Freshkitos,Palco GrooveBox,Secundário,
Sudoeste,2012,04/08,Gorillaz Sound System,Palco TMN,Principal,
Sudoeste,2012,04/08,"Jah Mason,Fantan Mojah and The Dub Akom Band",Reggae Box,Secundário,
Sudoeste,2012,04/08,Jan Krueger & Vera,Palco GrooveBox,Secundário,
Sudoeste,2012,04/08,Little Roy,Reggae Box,Secundário,
Sudoeste,2012,04/08,Mary B,Palco GrooveBox,Secundário,
Sudoeste,2012,04/08,Meninos do Coro,Palco TMN,Principal,
Sudoeste,2012,04/08,Orelha Negra,Palco GrooveBox,Secundário,
Sudoeste,2012,04/08,Overproof Sound System,Reggae Box,Secundário,
Sudoeste,2012,04/08,The Roots,Palco TMN,Principal,
Sudoeste,2012,04/08,The Ting Tings,Palco TMN,Principal,
Sudoeste,2012,04/08,Thievery Corporation,Palco GrooveBox,Secundário,
Sudoeste,2012,04/08,Xutos & Pontapés,Palco TMN,Principal,
Sudoeste,2012,05/08,Andy C,Palco GrooveBox,Secundário,
Sudoeste,2012,05/08,Balkan Beatbox,Palco GrooveBox,Secundário,
Sudoeste,2012,05/08,Bass Odyssey,Reggae Box,Secundário,
Sudoeste,2012,05/08,Beres Hammond,Reggae Box,Secundário,
Sudoeste,2012,05/08,Best Coast,Palco TMN,Principal,
Sudoeste,2012,05/08,Borgore,Palco GrooveBox,Secundário,
Sudoeste,2012,05/08,David Guetta,Palco TMN,Principal,
Sudoeste,2012,05/08,DJ Ride,Palco GrooveBox,Secundário,
Sudoeste,2012,05/08,DJ Slim Cutz B2B DJ D-One,Palco GrooveBox,Secundário,
Sudoeste,2012,05/08,Dogz United B2B Jamie Boy,Palco GrooveBox,Secundário,
Sudoeste,2012,05/08,Jah Vai,Reggae Box,Secundário,
Sudoeste,2012,05/08,Jessie J,Palco TMN,Principal,
Sudoeste,2012,05/08,Meninos do Coro,Palco TMN,Principal,
Sudoeste,2012,05/08,Nuno Forte B2B Alif,Palco GrooveBox,Secundário,
Sudoeste,2012,05/08,RDX,Reggae Box,Secundário,
Sudoeste,2012,05/08,The Vaccines,Palco TMN,Principal,
Sudoeste,2012,05/08,Throes + The Shine,Palco GrooveBox,Secundário,
Sudoeste,2012,05/08,Two Door Cinema Club,Palco TMN,Principal,
Sudoeste,2013,07/08,Alesso,Palco MEO,Principal,
Sudoeste,2013,07/08,Avicii,Palco MEO,Principal,
Sudoeste,2013,07/08,Djeff,Palco MEO,Principal,
Sudoeste,2013,08/08,Dengaz,Palco Santa Casa,Secundário,
Sudoeste,2013,08/08,DJ Vibe,Palco Moche Room,Secundário,
Sudoeste,2013,08/08,Dubheart,Palco Moche Vibrations,Secundário,
Sudoeste,2013,08/08,Fyah Box Sound,Palco Moche Vibrations,Secundário,
Sudoeste,2013,08/08,Israel Vibration,Palco Moche Vibrations,Secundário,
Sudoeste,2013,08/08,Jah Sun,Palco Moche Vibrations,Secundário,
Sudoeste,2013,08/08,João Maria,Palco Moche Room,Secundário,
Sudoeste,2013,08/08,Long Way to Alaska,Palco Santa Casa,Secundário,
Sudoeste,2013,08/08,Mighty Crown,Palco Moche Vibrations,Secundário,
Sudoeste,2013,08/08,Mónica Ferraz,Palco MEO,Principal,
Sudoeste,2013,08/08,Natiruts,Palco MEO,Principal,
Sudoeste,2013,08/08,Pitbull,Palco MEO,Principal,
Sudoeste,2013,08/08,Richie Campbell,Palco MEO,Principal,
Sudoeste,2013,08/08,Rui Vargas & André Cascais,Palco Moche Room,Secundário,
Sudoeste,2013,08/08,S.O.J.A.,Palco MEO,Principal,
Sudoeste,2013,09/08,Capleton,Palco Moche Vibrations,Secundário,
Sudoeste,2013,09/08,D.A.M.A.,Palco Santa Casa,Secundário,
Sudoeste,2013,09/08,Donavon Frankenreiter,Palco MEO,Principal,
Sudoeste,2013,09/08,Exco Levi,Palco Moche Vibrations,Secundário,
Sudoeste,2013,09/08,Fatboy Slim,Palco MEO,Principal,
Sudoeste,2013,09/08,Frankie Chavez,Palco Santa Casa,Secundário,
Sudoeste,2013,09/08,FunkYou2,Palco Moche Room,Secundário,
Sudoeste,2013,09/08,Goldierocks,Palco Moche Room,Secundário,
Sudoeste,2013,09/08,Janelle Monáe,Palco MEO,Principal,
Sudoeste,2013,09/08,Karetus,Palco Moche Room,Secundário,
Sudoeste,2013,09/08,Ninja Kore,Palco Moche Room,Secundário,
Sudoeste,2013,09/08,Pete Tha Zouk,Palco MEO,Principal,
Sudoeste,2013,09/08,Rastafire Sound,Palco Moche Vibrations,Secundário,
Sudoeste,2013,09/08,Silly Walks Discotheque,Palco Moche Vibrations,Secundário,
Sudoeste,2013,09/08,Skalibans,Palco Moche Vibrations,Secundário,
Sudoeste,2013,09/08,Tiago Bettencourt,Palco MEO,Principal,
Sudoeste,2013,10/08,Branko,Palco Moche Room,Secundário,
Sudoeste,2013,10/08,Calvin Harris,Palco MEO,Principal,
Sudoeste,2013,10/08,Cee Lo Green,Palco MEO,Principal,
Sudoeste,2013,10/08,Don Carlos,Palco Moche Vibrations,Secundário,
Sudoeste,2013,10/08,Expensive Soul,Palco MEO,Principal,
Sudoeste,2013,10/08,João Só,Palco Santa Casa,Secundário,
Sudoeste,2013,10/08,Jugglerz Sound VS Warrior Sound,Palco Moche Vibrations,Secundário,
Sudoeste,2013,10/08,Kika,Palco MEO,Principal,
Sudoeste,2013,10/08,Kumpania Algazarra,Palco Santa Casa,Secundário,
Sudoeste,2013,10/08,Mind Da Gap,Palco Moche Room,Secundário,
Sudoeste,2013,10/08,Orelha Negra,Palco Moche Room,Secundário,
Sudoeste,2013,10/08,Regula,Palco Moche Room,Secundário,
Sudoeste,2013,10/08,Spit Fyah Sound,Palco Moche Vibrations,Secundário,
Sudoeste,2013,10/08,The Uprising,Palco Moche Vibrations,Secundário,
Sudoeste,2013,10/08,Xinobi + Da Chick,Palco Moche Room,Secundário,
Sudoeste,2013,11/08,Ana Free,Palco Santa Casa,Secundário,
Sudoeste,2013,11/08,Anselmo Ralph,Palco MEO,Principal,
Sudoeste,2013,11/08,Congo Natty feat. Tenor Fly,Palco Moche Vibrations,Secundário,
Sudoeste,2013,11/08,DJ Ride,Palco MEO,Principal,
Sudoeste,2013,11/08,FunkYou2,Palco Moche Room,Secundário,
Sudoeste,2013,11/08,Gyptian,Palco Moche Vibrations,Secundário,
Sudoeste,2013,11/08,Henri Josh,Palco Moche Room,Secundário,
Sudoeste,2013,11/08,Kura,Palco Moche Room,Secundário,
Sudoeste,2013,11/08,Orelha Negra,Palco MEO,Principal,
Sudoeste,2013,11/08,Salto,Palco Santa Casa,Secundário,
Sudoeste,2013,11/08,Sativa,Palco Moche Vibrations,Secundário,
Sudoeste,2013,11/08,Sintra Bass Connection,Palco Moche Vibrations,Secundário,
Sudoeste,2013,11/08,Snoop Lion,Palco MEO,Principal,
Sudoeste,2013,11/08,Tiago Santos,Palco Moche Room,Secundário,
Sudoeste,2013,11/08,Vencedor Pete Da Zouk,Palco Moche Room,Secundário,
Sudoeste,2013,11/08,Zona 5,Palco MEO,Principal,
Sudoeste,2014,06/08,Jay Hardway,Palco Meo,Principal,
Sudoeste,2014,06/08,Martin Garrix,Palco Meo,Principal,
Sudoeste,2014,06/08,Pedro Cazanova,Palco Meo,Principal,
Sudoeste,2014,07/08,DJ Riot,Moche Room,Secundário,
Sudoeste,2014,07/08,Dealema,Moche Room,Secundário,
Sudoeste,2014,07/08,Dillaz,Moche Room,Secundário,
Sudoeste,2014,07/08,Ellie Goulding,Palco Meo,Principal,
Sudoeste,2014,07/08,Hardwell,Palco Meo,Principal,
Sudoeste,2014,07/08,Jimmy P.,Moche Santa Casa,Secundário,
Sudoeste,2014,07/08,John Newman,Palco Meo,Principal,
Sudoeste,2014,07/08,Miguel Araújo,Palco Meo,Principal,
Sudoeste,2014,07/08,NGA,Moche Santa Casa,Secundário,
Sudoeste,2014,07/08,Octa Push,Moche Room,Secundário,
Sudoeste,2014,07/08,Orelha Negra,Moche Room,Secundário,
Sudoeste,2014,07/08,Tom Odell,Palco Meo,Principal,
Sudoeste,2014,07/08,XEG,Moche Room,Secundário,
Sudoeste,2014,08/08,B4,Palco Meo,Principal,
Sudoeste,2014,08/08,Dentinho,Moche Room,Secundário,
Sudoeste,2014,08/08,Gentleman,Palco Meo,Principal,
Sudoeste,2014,08/08,John Steven,Moche Room,Secundário,
Sudoeste,2014,08/08,5-30,Palco Meo,Principal,
Sudoeste,2014,08/08,Melech Mechaya,Moche Santa Casa,Secundário,
Sudoeste,2014,08/08,Nelson Freitas,Moche Room,Secundário,
Sudoeste,2014,08/08,O Rappa,Palco Meo,Principal,
Sudoeste,2014,08/08,Oliver Ingrosso,Moche Room,Secundário,
Sudoeste,2014,08/08,Sebastian Ingrosso,Palco Meo,Principal,
Sudoeste,2014,08/08,Time For T,Moche Santa Casa,Secundário,
Sudoeste,2014,09/08,Alesso,Palco Meo,Principal,
Sudoeste,2014,09/08,Diabo na Cruz,Palco Santa Casa,Secundário,
Sudoeste,2014,09/08,DJ Glue,Moche Room,Secundário,
Sudoeste,2014,09/08,Jamie Cullum,Palco Meo,Principal,
Sudoeste,2014,09/08,Los Waves,Palco Santa Casa,Secundário,
Sudoeste,2014,09/08,Overule,Moche Room,Secundário,
Sudoeste,2014,09/08,Selah Sue,Palco Meo,Principal,
Sudoeste,2014,09/08,Sensi,Moche Room,Secundário,
Sudoeste,2014,09/08,Seu Jorge,Palco Meo,Principal,
Sudoeste,2014,09/08,Yuri da Cunha,Palco Meo,Principal,
Sudoeste,2014,09/08,Zona 5,Moche Room,Secundário,
Sudoeste,2014,10/08,Asterisco Cardinal Bomba Caveira,Palco Santa Casa,Secundário,
Sudoeste,2014,10/08,Benny Benassi,Palco Meo,Principal,
Sudoeste,2014,10/08,David Guetta,Palco Meo,Principal,
Sudoeste,2014,10/08,Dengaz,Moche Room,Secundário,
Sudoeste,2014,10/08,DJ Bl3nd,Moche Room,Secundário,
Sudoeste,2014,10/08,DJeff Afrozila,Palco Meo,Principal,
Sudoeste,2014,10/08,Example,Palco Meo,Principal,
Sudoeste,2014,10/08,Karetus,Palco Meo,Principal,
Sudoeste,2014,10/08,Kura,Palco Meo,Principal,
Sudoeste,2014,10/08,Maria Bradshaw,Palco Santa Casa,Secundário,
Sudoeste,2014,10/08,Miss Sheila,Moche Room,Secundário,
Sudoeste,2014,10/08,Rui Vargas,Moche Room,Secundário,
Sudoeste,2015,06/08,Átoa,Palco Santa Casa,Secundário,
Sudoeste,2015,06/08,C2C,Palco Meo,Principal,
Sudoeste,2015,06/08,Calvin Harris,Palco Meo,Principal,
Sudoeste,2015,06/08,D.A.M.A.,Palco Meo,Principal,
Sudoeste,2015,06/08,Dengaz,Palco Meo,Principal,
Sudoeste,2015,06/08,Diogo Piçarra,Palco Santa Casa,Secundário,
Sudoeste,2015,06/08,Emeli Sandé,Palco Meo,Principal,
Sudoeste,2015,06/08,Jordy Dazz,Moche Room,Secundário,
Sudoeste,2015,06/08,Juicy M,Moche Room,Secundário,
Sudoeste,2015,06/08,Mundo Secreto,Moche Room,Secundário,
Sudoeste,2015,07/08,Agir,Palco Santa Casa,Secundário,
Sudoeste,2015,07/08,Blinders,Moche Room,Secundário,
Sudoeste,2015,07/08,Buraka Som Sistema,Palco Meo,Principal,
Sudoeste,2015,07/08,Carlão,Palco Meo,Principal,
Sudoeste,2015,07/08,Carolina Deslandes,Palco Santa Casa,Secundário,
Sudoeste,2015,07/08,Clean Bandit,Palco Meo,Principal,
Sudoeste,2015,07/08,DJ No Expression,Palco Meo,Principal,
Sudoeste,2015,07/08,Jimmy P.,Palco Meo,Principal,
Sudoeste,2015,07/08,Julian Jordan,Moche Room,Secundário,
Sudoeste,2015,07/08,W&W,Palco Meo,Principal,
Sudoeste,2015,07/08,Yannick Afroman,Moche Room,Secundário,
Sudoeste,2015,08/08,Alberto Indio,Palco Santa Casa,Secundário,
Sudoeste,2015,08/08,Anselmo Ralph,Palco Meo,Principal,
Sudoeste,2015,08/08,DJ Oder,Moche Room,Secundário,
Sudoeste,2015,08/08,DJ Ride,Moche Room,Secundário,
Sudoeste,2015,08/08,Hardwell,Palco Meo,Principal,
Sudoeste,2015,08/08,João Só,Palco Santa Casa,Secundário,
Sudoeste,2015,08/08,King Kong,Moche Room,Secundário,
Sudoeste,2015,08/08,Lil Jon,Palco Meo,Principal,
Sudoeste,2015,08/08,Mike El Nite,Moche Room,Secundário,
Sudoeste,2015,08/08,Mundo Segundo,Palco Santa Casa,Secundário,
Sudoeste,2015,08/08,Mundo Segundo & Sam The Kid,Moche Room,Secundário,
Sudoeste,2015,08/08,Pérola,Palco Meo,Principal,
Sudoeste,2015,08/08,Regula,Palco Meo,Principal,
Sudoeste,2015,08/08,Tribruto,Moche Room,Secundário,
Sudoeste,2015,09/08,Above & Beyond,Palco Meo,Principal,
Sudoeste,2015,09/08,DJ Bl3nd,Moche Room,Secundário,
Sudoeste,2015,09/08,DJeff Afrozila,Palco Meo,Principal,
Sudoeste,2015,09/08,Frankie Chavez,Palco Santa Casa,Secundário,
Sudoeste,2015,09/08,NTS,Moche Room,Secundário,
Sudoeste,2015,09/08,Oliver Heldens,Palco Meo,Principal,
Sudoeste,2015,09/08,Quentin Mosimann,Palco Meo,Principal,
Sudoeste,2015,09/08,Sara Paço,Palco Santa Casa,Secundário,
Sudoeste,2015,09/08,Showtek,Palco Meo,Principal,
Sudoeste,2015,09/08,Steve Aoki,Palco Meo,Principal,
Sudoeste,2015,09/08,Tom Mash,Palco Santa Casa,Secundário,
Sudoeste,2015,09/08,TV Noise,Moche Room,Secundário,
Sudoeste,2016,03/08,Club Banditz,Palco Meo,Principal,
Sudoeste,2016,03/08,DJ Callas,Palco Meo,Principal,
Sudoeste,2016,03/08,DJ Darcy,Palco Meo,Principal,
Sudoeste,2016,03/08,DVBBS,Palco Meo,Principal,
Sudoeste,2016,03/08,Yellow Claw,Palco Meo,Principal,
Sudoeste,2016,04/08,Átoa,Palco Santa Casa,Secundário,
Sudoeste,2016,04/08,Big Nelo & B26,Palco Moche Room,Secundário,
Sudoeste,2016,04/08,Josef Salvat,Palco Meo,Principal,
Sudoeste,2016,04/08,Jukebox crew + Blckbrds,Palco EDP,Secundário,
Sudoeste,2016,04/08,Leonor Andrade,Palco Santa Casa,Secundário,
Sudoeste,2016,04/08,Martin Garrix,Palco Meo,Principal,
Sudoeste,2016,04/08,Moche Freak Show,Palco Moche Room,Secundário,
Sudoeste,2016,04/08,Moche Freak Show,Palco Moche Room,Secundário,
Sudoeste,2016,04/08,SlimCutz + Ace,Palco Moche Room,Secundário,
Sudoeste,2016,04/08,Virgul,Palco Meo,Principal,
Sudoeste,2016,04/08,Wiz Khalifa,Palco Meo,Principal,
Sudoeste,2016,05/08,C4 Pedro,Palco Meo,Principal,
Sudoeste,2016,05/08,Damian Marley,Palco Meo,Principal,
Sudoeste,2016,05/08,Deau,Palco Santa Casa,Secundário,
Sudoeste,2016,05/08,Dj Kwan,Palco Moche Room,Secundário,
Sudoeste,2016,05/08,Dynamic Duo,Palco Moche Room,Secundário,
Sudoeste,2016,05/08,Holly Hood,Palco Moche Room,Secundário,
Sudoeste,2016,05/08,Jukebox crew + Blckbrds,Palco EDP,Secundário,
Sudoeste,2016,05/08,Kura,Palco Meo,Principal,
Sudoeste,2016,05/08,Maze,Palco Moche Room,Secundário,
Sudoeste,2016,05/08,Mishlawi,Palco Santa Casa,Secundário,
Sudoeste,2016,05/08,Nerve,Palco Moche Room,Secundário,
Sudoeste,2016,05/08,Orelha Negra,Palco Moche Room,Secundário,
Sudoeste,2016,05/08,ProfJam,Palco Moche Room,Secundário,
Sudoeste,2016,05/08,Seu Jorge,Palco Meo,Principal,
Sudoeste,2016,05/08,Slow J,Palco Moche Room,Secundário,
Sudoeste,2016,06/08,Diogo Piçarra,Palco Meo,Principal,
Sudoeste,2016,06/08,DJ Overule,Palco Moche Room,Secundário,
Sudoeste,2016,06/08,James Morrison,Palco Meo,Principal,
Sudoeste,2016,06/08,João Pedro Pais,Palco Santa Casa,Secundário,
Sudoeste,2016,06/08,Jukebox crew + Blckbrds,Palco EDP,Secundário,
Sudoeste,2016,06/08,Landrick,Palco Moche Room,Secundário,
Sudoeste,2016,06/08,Moche Battle Royale,Palco Moche Room,Secundário,
Sudoeste,2016,06/08,Moche Battle Royale,Palco Moche Room,Secundário,
Sudoeste,2016,06/08,NBC,Palco Santa Casa,Secundário,
Sudoeste,2016,06/08,Sia,Palco Meo,Principal,
Sudoeste,2016,06/08,Steve Aoki,Palco Meo,Principal,
Sudoeste,2016,06/08,Von Di Carlo,Palco Moche Room,Secundário,
Sudoeste,2016,07/08,April,Palco Santa Casa,Secundário,
Sudoeste,2016,07/08,Ben Ambergen,Palco Moche Room,Secundário,
Sudoeste,2016,07/08,Cali Y El Dandee,Palco Meo,Principal,
Sudoeste,2016,07/08,Deejay Telio,Palco Moche Room,Secundário,
Sudoeste,2016,07/08,Jimmy P.,Palco Meo,Principal,
Sudoeste,2016,07/08,Jukebox crew + Blckbrds,Palco EDP,Secundário,
Sudoeste,2016,07/08,Moche Push The Button,Palco Moche Room,Secundário,
Sudoeste,2016,07/08,Moche Push The Button,Palco Moche Room,Secundário,
Sudoeste,2016,07/08,Neev,Palco Santa Casa,Secundário,
Sudoeste,2016,07/08,Nervo,Palco Meo,Principal,
Sudoeste,2016,07/08,O Gato Maltês,Palco Santa Casa,Secundário,
Sudoeste,2016,07/08,Pete Kingsman,Palco Moche Room,Secundário,
Sudoeste,2016,07/08,Steve Angello,Palco Meo,Principal,
Sudoeste,2016,07/08,Sunnery James & Ryan Marciano,Palco Meo,Principal,
Sudoeste,2017,02/08,A-Gold,Moche X Spot,Secundário,
Sudoeste,2017,02/08,Andrezo,Moche X Spot,Secundário,
Sudoeste,2017,02/08,Calema,Palco LG,Secundário,
Sudoeste,2017,02/08,Cri$e,Moche X Spot,Secundário,
Sudoeste,2017,02/08,Hype Myke,Moche X Spot,Secundário,
Sudoeste,2017,02/08,Jêpê,Moche X Spot,Secundário,
Sudoeste,2017,02/08,Knock Out,Moche X Spot,Secundário,
Sudoeste,2017,02/08,Mac Miller,Palco Meo,Principal,
Sudoeste,2017,02/08,Matias Damásio,Palco Meo,Principal,
Sudoeste,2017,02/08,Piruka,Moche X Spot,Secundário,
Sudoeste,2017,02/08,Plutonio,Palco LG,Secundário,
Sudoeste,2017,02/08,Richie Campbell,Palco Meo,Principal,
Sudoeste,2017,02/08,The Chainsmokers,Palco Meo,Principal,
Sudoeste,2017,03/08,DJ Snake,Palco Meo,Principal,
Sudoeste,2017,03/08,Isaura,Palco LG,Secundário,
Sudoeste,2017,03/08,Knock Out,Moche X Spot,Secundário,
Sudoeste,2017,03/08,Leandro 300,Moche X Spot,Secundário,
Sudoeste,2017,03/08,Malabá,Moche X Spot,Secundário,
Sudoeste,2017,03/08,Marshmello,Palco Meo,Principal,
Sudoeste,2017,03/08,MGDRV,Palco LG,Secundário,
Sudoeste,2017,03/08,Mishlawi,Palco Meo,Principal,
Sudoeste,2017,03/08,ProfJam,Moche X Spot,Secundário,
Sudoeste,2017,03/08,Putzgrilla,Moche X Spot,Secundário,
Sudoeste,2017,03/08,Two Door Cinema Club,Palco Meo,Principal,
Sudoeste,2017,04/08,Bispo,Moche X Spot,Secundário,
Sudoeste,2017,04/08,Crystal Fighters,Palco Meo,Principal,
Sudoeste,2017,04/08,DJ BIG,Moche X Spot,Secundário,
Sudoeste,2017,04/08,DJ Stikup,Moche X Spot,Secundário,
Sudoeste,2017,04/08,Dua Lipa,Palco Meo,Principal,
Sudoeste,2017,04/08,Grognation,Palco LG,Secundário,
Sudoeste,2017,04/08,Kappa Jotta,Moche X Spot,Secundário,
Sudoeste,2017,04/08,Karetus,Moche X Spot,Secundário,
Sudoeste,2017,04/08,Lil Wayne,Palco Meo,Principal,
Sudoeste,2017,04/08,Martin Garrix,Palco Meo,Principal,
Sudoeste,2017,04/08,Sensi,Moche X Spot,Secundário,
Sudoeste,2017,04/08,Supa Squad,Moche X Spot,Secundário,
Sudoeste,2017,04/08,Think Music Experience,Moche X Spot,Secundário,
Sudoeste,2017,04/08,Valas,Palco LG,Secundário,
Sudoeste,2017,04/08,Wet Bed Gang,Moche X Spot,Secundário,
Sudoeste,2017,05/08,Afrojack,Palco Meo,Principal,
Sudoeste,2017,05/08,April Ivy,Palco Meo,Principal,
Sudoeste,2017,05/08,Dengaz,Palco Meo,Principal,
Sudoeste,2017,05/08,Dimitri Vangelis & Wyman,Moche X Spot,Secundário,
Sudoeste,2017,05/08,DJ Van Breda,Moche X Spot,Secundário,
Sudoeste,2017,05/08,Jamiroquai,Palco Meo,Principal,
Sudoeste,2017,05/08,Liga Knock Out,Moche X Spot,Secundário,
Sudoeste,2017,05/08,Mika Mendes,Palco LG,Secundário,
Sudoeste,2017,05/08,Saídos da Casca,Moche X Spot,Secundário,
Sudoeste,2017,05/08,Sebastián Yatra,Palco LG,Secundário,
Sudoeste,2017,05/08,Stereossauro,Moche X Spot,Secundário,
Sudoeste,2018,08/08,B3L2,Palco LG,Secundário,
Sudoeste,2018,08/08,Blaya,Palco LG,Secundário,
Sudoeste,2018,08/08,Caroletta,Palco LG,Secundário,
Sudoeste,2018,08/08,Deejay Telio,Palco Meo,Principal,
Sudoeste,2018,08/08,Don Diablo,Palco Meo,Principal,
Sudoeste,2018,08/08,Homies,Palco LG,Secundário,
Sudoeste,2018,08/08,J Balvin,Palco Meo,Principal,
Sudoeste,2018,08/08,Mightyfools,Moche Ring,Secundário,
Sudoeste,2018,08/08,Piruka,Palco Meo,Principal,
Sudoeste,2018,08/08,Putzgrilla,Moche Ring,Secundário,
Sudoeste,2018,08/08,Sick Individuals,Moche Ring,Secundário,
Sudoeste,2018,08/08,Tony Junior,Moche Ring,Secundário,
Sudoeste,2018,09/08,C4Pedro,Palco Meo,Principal,
Sudoeste,2018,09/08,Cálculo,Moche Ring,Secundário,
Sudoeste,2018,09/08,Dj Kronic,Moche Ring,Secundário,
Sudoeste,2018,09/08,DJ Snake,Palco Ring,Principal,
Sudoeste,2018,09/08,Estraca,Moche Ring,Secundário,
Sudoeste,2018,09/08,Eva Rapdiva,Palco LG,Secundário,
Sudoeste,2018,09/08,Hardwell,Palco Meo,Principal,
Sudoeste,2018,09/08,Jason Derulo,Palco Meo,Principal,
Sudoeste,2018,09/08,Mike El Nite,Moche Ring,Secundário,
