Festival,Ano,Dia,Artista,Palco,Tipo de Palco,Nacionalidade
Alive,2009,09/07,Air Traffic,Palco Super Bock,Secundário,
Alive,2009,09/07,Crystal Castles,Palco Super Bock,Secundário,
Alive,2009,09/07,Delphic,Palco Super Bock,Secundário,
Alive,2009,09/07,DJ Erol Alkan,Palco Super Bock,Secundário,
Alive,2009,09/07,Klaxons,Palco Super Bock,Secundário,
Alive,2009,09/07,Lamb of God,Palco Optimus,Principal,
Alive,2009,09/07,Machine Head,Palco Optimus,Principal,
Alive,2009,09/07,Mastodon,Palco Optimus,Principal,
Alive,2009,09/07,Mazgani,Palco Optimus Discos,Secundário,
Alive,2009,09/07,Metallica,Palco Optimus,Principal,
Alive,2009,09/07,Os Golpes,Palco Super Bock,Secundário,
Alive,2009,09/07,Ramp,Palco Optimus,Principal,
Alive,2009,09/07,Silversun Pickups,Palco Super Bock,Secundário,
Alive,2009,09/07,Slipknot,Palco Optimus,Principal,
Alive,2009,09/07,The Bombazines,Palco Optimus Discos,Secundário,
Alive,2009,09/07,The Vicious Five,Palco Optimus Discos,Secundário,
Alive,2009,09/07,Tiguana Bibles,Palco Optimus Discos,Secundário,
Alive,2009,09/07,TV On The Radio,Palco Super Bock,Secundário,
Alive,2009,10/07,Bezegol,Palco Optimus Discos,Secundário,PT
Alive,2009,10/07,Blasted Mechanism,Palco Optimus,Principal,
Alive,2009,10/07,Coldfinger,Palco Optimus Discos,Secundário,
Alive,2009,10/07,DJ Ride,Palco Optimus Discos,Secundário,
Alive,2009,10/07,"Does it Offend You, Yeah?",Palco Super Bock,Secundário,
Alive,2009,10/07,Eagles of Death Metal,Palco Optimus,Principal,
Alive,2009,10/07,Fischerspooner,Palco Super Bock,Secundário,
Alive,2009,10/07,Hadouken!,Palco Super Bock,Secundário,
Alive,2009,10/07,John is Gone,Palco Super Bock,Secundário,
Alive,2009,10/07,Late of the Pier,Palco Super Bock,Secundário,
Alive,2009,10/07,Os Pontos Negros,Palco Optimus,Principal,PT
Alive,2009,10/07,Placebo,Palco Optimus,Principal,
Alive,2009,10/07,The Gaslight Anthem,Palco Super Bock,Secundário,
Alive,2009,10/07,The Kooks,Palco Optimus,Principal,
Alive,2009,10/07,The Prodigy,Palco Optimus,Principal,
Alive,2009,10/07,The Ting Tings,Palco Super Bock,Secundário,
Alive,2009,10/07,Youthless,Palco Optimus Discos,Secundário,
Alive,2009,10/07,Zombie Nation,Palco Super Bock,Secundário,
Alive,2009,11/07,A Silent Film,Palco Super Bock,Secundário,
Alive,2009,11/07,Autokratz,Palco Super Bock,Secundário,
Alive,2009,11/07,Ayo,Palco Optimus,Principal,
Alive,2009,11/07,Boss AC,Palco Optimus,Principal,
Alive,2009,11/07,Chris Cornell,Palco Optimus,Principal,
Alive,2009,11/07,Dave Matthews Band,Palco Optimus,Principal,
Alive,2009,11/07,Deadmau5,Palco Super Bock,Secundário,
Alive,2009,11/07,Ghostland Observatory,Palco Super Bock,Secundário,
Alive,2009,11/07,Linda Martini,Palco Optimus Discos,Secundário,
Alive,2009,11/07,Los Campesinos!,Palco Super Bock,Secundário,
Alive,2009,11/07,Lykke Li,Palco Super Bock,Secundário,
Alive,2009,11/07,Madame Godard,Palco Optimus Discos,Secundário,
Alive,2009,11/07,Olive Tree Dance,Palco Optimus Discos,Secundário,
Alive,2009,11/07,The Black Eyed Peas,Palco Optimus,Principal,
Alive,2009,11/07,The Pragmatic,Palco Optimus Discos,Secundário,
Alive,2009,11/07,Trouble Andrew,Palco Super Bock,Secundário,
Alive,2009,11/07,X-Wife,Palco Super Bock,Secundário,
Alive,2010,08/07,Aeroplane,Palco Optimus Clubbing,Secundário,
Alive,2010,08/07,Alice in Chains,Palco Optimus,Principal,
Alive,2010,08/07,Biffy Clyro,Palco Optimus,Principal,
Alive,2010,08/07,Boy 8-Bit,Palco Optimus Clubbing,Secundário,
Alive,2010,08/07,Burns,Palco Super Rock,Secundário,
Alive,2010,08/07,Calvin Harris,Palco Super Rock,Secundário,
Alive,2010,08/07,Devendra Banhart,Palco Super Rock,Secundário,
Alive,2010,08/07,Faith No More,Palco Optimus,Principal,
Alive,2010,08/07,Florence and The Machine,Palco Super Rock,Secundário,
Alive,2010,08/07,Jori Hulkkonen,Palco Optimus Clubbing,Secundário,
Alive,2010,08/07,Kasabian,Palco Optimus,Principal,
Alive,2010,08/07,La Roux,Palco Super Rock,Secundário,
Alive,2010,08/07,Local Natives,Palco Super Rock,Secundário,
Alive,2010,08/07,Matias Aguayo,Palco Optimus Clubbing,Secundário,
Alive,2010,08/07,Moonspell,Palco Optimus,Principal,
Alive,2010,08/07,Proxy!,Palco Optimus Clubbing,Secundário,
Alive,2010,08/07,Shit Robot,Palco Optimus Clubbing,Secundário,
Alive,2010,08/07,The Drums,Palco Super Rock,Secundário,
Alive,2010,08/07,The XX,Palco Super Rock,Secundário,
Alive,2010,08/07,Thomas Von Party,Palco Optimus Clubbing,Secundário,
Alive,2010,08/07,Tiga,Palco Optimus Clubbing,Secundário,
Alive,2010,08/07,Villa Nah,Palco Optimus Clubbing,Secundário,
Alive,2010,08/07,Youthless,Palco Optimus Clubbing,Secundário,
Alive,2010,09/07,Benga,Palco Optimus Clubbing,Secundário,
Alive,2010,09/07,Bloody Beetroots,Palco Super Rock,Secundário,
Alive,2010,09/07,Booka Shade,Palco Super Rock,Secundário,
Alive,2010,09/07,Buraka S.S.,Palco Optimus Clubbing,Secundário,
Alive,2010,09/07,Deathcrew 77,Palco Super Rock,Secundário,
Alive,2010,09/07,Deftones,Palco Optimus,Principal,
Alive,2010,09/07,Enchufada DJs,Palco Optimus Clubbing,Secundário,
Alive,2010,09/07,Holy Ghost!,Palco Super Rock,Secundário,
Alive,2010,09/07,Hurts,Palco Super Rock,Secundário,
Alive,2010,09/07,JET,Palco Optimus,Principal,
Alive,2010,09/07,Laidback Luke,Palco Optimus Clubbing,Secundário,
Alive,2010,09/07,Macacos do Chinês,Palco Optimus Clubbing,Secundário,
Alive,2010,09/07,Manic Street Preachers,Palco Optimus,Principal,
Alive,2010,09/07,Mão Morta,Palco Optimus,Principal,PT
Alive,2010,09/07,New Young Pony Club,Palco Super Rock,Secundário,
Alive,2010,09/07,Octa Push,Palco Optimus Clubbing,Secundário,
Alive,2010,09/07,PAUS,Palco Optimus Clubbing,Secundário,PT
Alive,2010,09/07,Sinden,Palco Optimus Clubbing,Secundário,
Alive,2010,09/07,Skunk Anansie,Palco Optimus,Principal,
Alive,2010,09/07,Steve Aoki,Palco Super Rock,Secundário,
Alive,2010,09/07,The Gossip,Palco Super Rock,Secundário,
Alive,2010,09/07,The Maccabees,Palco Super Rock,Secundário,
Alive,2010,09/07,Zombies For Money,Palco Optimus Clubbing,Secundário,
Alive,2011,06/07,Ad's,Palco Optimus Clubbing,Secundário,
Alive,2011,06/07,Anna Calvi,Palco Super Rock,Secundário,
Alive,2011,06/07,Asterisco Cardinal Bomba Caveira,Palco Optimus Clubbing,Secundário,
Alive,2011,06/07,Avi Buffalo,Palco Super Rock,Secundário,
Alive,2011,06/07,Blondie,Palco Optimus,Principal,
Alive,2011,06/07,Capitães da Areia,Palco Optimus Clubbing,Secundário,PT
Alive,2011,06/07,Coldplay,Palco Optimus,Principal,
Alive,2011,06/07,Example,Palco Super Rock,Secundário,
Alive,2011,06/07,Feromona,Palco Optimus Clubbing,Secundário,PT
Alive,2011,06/07,Grouplove,Palco Optimus,Principal,
Alive,2011,06/07,James Blake,Palco Super Rock,Secundário,
Alive,2011,06/07,Manuel Fúria,Palco Optimus Clubbing,Secundário,PT
Alive,2011,06/07,Mona,Palco Super Rock,Secundário,
Alive,2011,06/07,Naked and Famous,Palco Super Rock,Secundário,
Alive,2011,06/07,O Deserto Branco,Palco Optimus Clubbing,Secundário,
Alive,2011,06/07,O Verão Azul,Palco Optimus Clubbing,Secundário,
Alive,2011,06/07,Os Velhos,Palco Optimus Clubbing,Secundário,PT
Alive,2011,06/07,Patrick Wolf,Palco Super Rock,Secundário,
Alive,2011,06/07,Salto,Palco Optimus Clubbing,Secundário,PT
Alive,2011,06/07,Smix Smox Smux,Palco Optimus Clubbing,Secundário,
Alive,2011,06/07,The Twilight Singers,Palco Optimus,Principal,
Alive,2011,06/07,These New Puritans,Palco Super Rock,Secundário,
Alive,2011,07/07,Bloody Beetroots,Palco Super Rock,Secundário,
Alive,2011,07/07,Bombay Bicycle Club,Palco Super Rock,Secundário,
Alive,2011,07/07,Buraka Som Sistema DJ/MC,Palco Optimus Clubbing,Secundário,
Alive,2011,07/07,Carte Blanche,Palco Optimus Clubbing,Secundário,
Alive,2011,07/07,Crocodiles,Palco Super Rock,Secundário,
Alive,2011,07/07,Da Chick,Palco Optimus Clubbing,Secundário,
Alive,2011,07/07,Diamond Bass,Palco Optimus Clubbing,Secundário,
Alive,2011,07/07,Diplo,Palco Optimus Clubbing,Secundário,
Alive,2011,07/07,Everything Everything,Palco Super Rock,Secundário,
Alive,2011,07/07,Foo Fighters,Palco Optimus,Principal,
Alive,2011,07/07,Goose,Palco Optimus Clubbing,Secundário,
Alive,2011,07/07,Iggy and The Stooges,Palco Optimus,Principal,
Alive,2011,07/07,Jimmy Eat World,Palco Optimus,Principal,
Alive,2011,07/07,Joker feat. Nomad,Palco Optimus Clubbing,Secundário,
Alive,2011,07/07,Kele,Palco Super Rock,Secundário,
Alive,2011,07/07,My Chemical Romance,Palco Optimus,Principal,
Alive,2011,07/07,Os Golpes,Palco Super Rock,Secundário,
Alive,2011,07/07,Primal Scream,Palco Super Rock,Secundário,
Alive,2011,07/07,Seasick Steve,Palco Super Rock,Secundário,
Alive,2011,07/07,Spoek Mathambo,Palco Optimus Clubbing,Secundário,
Alive,2011,07/07,Teratron,Palco Super Rock,Secundário,
Alive,2011,07/07,The Yardangs,Palco Optimus Clubbing,Secundário,
Alive,2011,07/07,Wildlife!,Palco Optimus Clubbing,Secundário,
Alive,2011,07/07,Xutos & Pontapés,Palco Optimus,Principal,PT
Alive,2011,08/07,30 Seconds to Mars,Palco Optimus,Principal,
Alive,2011,08/07,Afrojack,Palco Optimus Clubbing,Secundário,
Alive,2011,08/07,Angus & Julia Stone,Palco Super Rock,Secundário,
Alive,2011,08/07,Atari Teenage Riot,Palco Optimus Clubbing,Secundário,
Alive,2011,08/07,AutoErotique,Palco Optimus Clubbing,Secundário,
Alive,2011,08/07,Congorock ,Palco Optimus Clubbing,Secundário,
Alive,2011,08/07,Digitalism,Palco Super Rock,Secundário,
Alive,2011,08/07,Friendly Fires,Palco Super Rock,Secundário,
Alive,2011,08/07,Grinderman,Palco Super Rock,Secundário,
Alive,2011,08/07,Massay,Palco Super Rock,Secundário,
Alive,2011,08/07,Motor,Palco Optimus Clubbing,Secundário,
Alive,2011,08/07,Mustard Pimp,Palco Optimus Clubbing,Secundário,
Alive,2011,08/07,New Ivory,Palco Optimus Clubbing,Secundário,
Alive,2011,08/07,Rob Roy,Palco Optimus Clubbing,Secundário,
Alive,2011,08/07,Scanners ,Palco Optimus Clubbing,Secundário,
Alive,2011,08/07,Sidney Samson,Palco Optimus Clubbing,Secundário,
Alive,2011,08/07,Slimmy,Palco Super Rock,Secundário,
Alive,2011,08/07,Steve Aoki,Palco Optimus Clubbing,Secundário,
Alive,2011,08/07,Tai,Palco Optimus Clubbing,Secundário,
Alive,2011,08/07,The Chemical Brothers,Palco Optimus,Principal,
Alive,2011,08/07,Thievery Corporation,Palco Super Rock,Secundário,
Alive,2011,08/07,Uffie,Palco Optimus Clubbing,Secundário,
Alive,2011,09/07,A-Trak,Palco Super Rock,Secundário,
Alive,2011,09/07,Boys Noize,Palco Optimus Clubbing,Secundário,
Alive,2011,09/07,Diabo na Cruz,Palco Super Rock,Secundário,PT
Alive,2011,09/07,Djedjotronic,Palco Optimus Clubbing,Secundário,
Alive,2011,09/07,Duck Sauce,Palco Optimus,Principal,
Alive,2011,09/07,Erol Alkan,Palco Optimus Clubbing,Secundário,
Alive,2011,09/07,FakeBlood,Palco Super Rock,Secundário,
Alive,2011,09/07,Feadz,Palco Optimus Clubbing,Secundário,
Alive,2011,09/07,Foals,Palco Super Rock,Secundário,
Alive,2011,09/07,Gold Panda,Palco Optimus Clubbing,Secundário,
Alive,2011,09/07,Housemeister,Palco Optimus Clubbing,Secundário,
Alive,2011,09/07,Jane's Addiction,Palco Optimus,Principal,
Alive,2011,09/07,Kaiser Chiefs,Palco Optimus,Principal,
Alive,2011,09/07,Linda Martini,Palco Super Rock,Secundário,PT
Alive,2011,09/07,Lululemon ,Palco Optimus,Principal,
Alive,2011,09/07,Orelha Negra,Palco Super Rock,Secundário,PT
Alive,2011,09/07,Paramore,Palco Optimus,Principal,
Alive,2011,09/07,Shadow Dancer,Palco Optimus Clubbing,Secundário,
Alive,2011,09/07,Spank Rock,Palco Optimus Clubbing,Secundário,
Alive,2011,09/07,Stereopack,Palco Super Rock,Secundário,
Alive,2011,09/07,Strip Steve,Palco Optimus Clubbing,Secundário,
Alive,2011,09/07,TV On The Radio,Palco Super Rock,Secundário,
Alive,2011,09/07,White Lies,Palco Optimus,Principal,
Alive,2011,09/07,Wu Lyf,Palco Super Rock,Secundário,
Alive,2011,10/07,Banda Vencedora Live Act,Palco Optimus Clubbing,Secundário,
Alive,2011,10/07,Becky Lee & Drunkfoot,Palco Optimus Clubbing,Secundário,
Alive,2011,10/07,Boys Noize,Palco Super Rock,Secundário,
Alive,2011,10/07,Cibelle,Palco Optimus Clubbing,Secundário,
Alive,2011,10/07,Crookers,Palco Super Rock,Secundário,
Alive,2011,10/07,Dropkick Murphys,Palco Optimus,Principal,
Alive,2011,10/07,Enday,Palco Optimus Clubbing,Secundário,
Alive,2011,10/07,Girls,Palco Super Rock,Secundário,
Alive,2011,10/07,Gogol Bordello,Palco Optimus,Principal,
Alive,2011,10/07,Gomez,Palco Optimus,Principal,
Alive,2011,10/07,Homens da Luta,Palco Optimus Clubbing,Secundário,PT
Alive,2011,10/07,LCD Soundsystem,Palco Optimus,Principal,
Alive,2011,10/07,Micro Audio Waves,Palco Optimus Clubbing,Secundário,
Alive,2011,10/07,Miike Snow,Palco Super Rock,Secundário,
Alive,2011,10/07,Noiserv,Palco Optimus Clubbing,Secundário,
Alive,2011,10/07,Peaches,Palco Super Rock,Secundário,
Alive,2011,10/07,Pearl Jam,Palco Optimus,Principal,
Alive,2011,10/07,Phoebe Killdeer,Palco Optimus Clubbing,Secundário,
Alive,2011,10/07,Sean Riley & The Slowriders,Palco Super Rock,Secundário,
Alive,2011,10/07,Simian Mobile Disco,Palco Super Rock,Secundário,
Alive,2011,10/07,The Bellrays,Palco Optimus Clubbing,Secundário,
Alive,2011,10/07,The Big Pink,Palco Super Rock,Secundário,
Alive,2011,10/07,The Legendary Tigerman,Palco Optimus Clubbing,Secundário,
Alive,2012,13/07,Aeroplane,Palco Optimus Clubbing,Secundário,
Alive,2012,13/07,Brodinsky,Palco Optimus Clubbing,Secundário,
Alive,2012,13/07,Buraka Som Sistema,Palco Heineken,Secundário,
Alive,2012,13/07,Busy P,Palco Optimus Clubbing,Secundário,
Alive,2012,13/07,Club Cheval,Palco Optimus Clubbing,Secundário,
Alive,2012,13/07,Danko Jones,Palco Optimus,Principal,
Alive,2012,13/07,Death in Vegas,Palco Heineken,Secundário,
Alive,2012,13/07,Gesaffelstein,Palco Optimus Clubbing,Secundário,
Alive,2012,13/07,Justice,Palco Optimus,Principal,
Alive,2012,13/07,LMFAO,Palco Heineken,Secundário,
Alive,2012,13/07,Logo,Palco Optimus Clubbing,Secundário,
Alive,2012,13/07,Miss Kittin,Palco Optimus Clubbing,Secundário,
Alive,2012,13/07,Miuda,Palco Heineken,Secundário,
Alive,2012,13/07,PlanningToRock,Palco Optimus Clubbing,Secundário,
Alive,2012,13/07,Refused,Palco Optimus,Principal,
Alive,2012,13/07,Rory Phillips,Palco Optimus Clubbing,Secundário,
Alive,2012,13/07,Royal Blasphemy,Palco Heineken,Secundário,
Alive,2012,13/07,Santigold,Palco Heineken,Secundário,
Alive,2012,13/07,Snow Patrol,Palco Optimus,Principal,
Alive,2012,13/07,The Parkinsons,Palco Heineken,Secundário,
Alive,2012,13/07,The Stone Roses,Palco Optimus,Principal,
Alive,2012,13/07,Zola Jesus,Palco Heineken,Secundário,
Alive,2012,14/07,Art Department,Palco Optimus Clubbing,Secundário,
Alive,2012,14/07,Awolnation,Palco Heineken,Secundário,
Alive,2012,14/07,Big Deal,Palco Heineken,Secundário,
Alive,2012,14/07,Blasted Mechanism,Palco Heineken,Secundário,
Alive,2012,14/07,Guy Berger,Palco Optimus Clubbing,Secundário,
Alive,2012,14/07,Here We Go Magic,Palco Heineken,Secundário,
Alive,2012,14/07,James Murphy & Pat Mahoney,Palco Optimus Clubbing,Secundário,
Alive,2012,14/07,Katy B,Palco Heineken,Secundário,
Alive,2012,14/07,Lisa Hannigan,Palco Heineken,Secundário,
Alive,2012,14/07,Morcheeba,Palco Optimus,Principal,
Alive,2012,14/07,Mumford & Sons,Palco Optimus,Principal,
Alive,2012,14/07,Ninja Kore,Palco Optimus Clubbing,Secundário,
Alive,2012,14/07,Noah and the Whale,Palco Optimus,Principal,
Alive,2012,14/07,Sebastian,Palco Heineken,Secundário,
Alive,2012,14/07,Shonky & Dan Ghenacia,Palco Optimus Clubbing,Secundário,
Alive,2012,14/07,The Antlers,Palco Heineken,Secundário,
Alive,2012,14/07,The Cure,Palco Optimus,Principal,
Alive,2012,14/07,Tricky,Palco Heineken,Secundário,
Alive,2012,14/07,VisionQuest,Palco Optimus Clubbing,Secundário,
Alive,2012,14/07,We Trust,Palco Optimus,Principal,
Alive,2012,15/07,B Fachada,Palco Optimus Clubbing,Secundário,
Alive,2012,15/07,Best Youth,Palco Optimus Clubbing,Secundário,
Alive,2012,15/07,Carbon Airways,Palco Optimus Clubbing,Secundário,
Alive,2012,15/07,Caribou,Palco Optimus,Principal,
Alive,2012,15/07,Eli Paperboy Reed,Palco Heineken,Secundário,
Alive,2012,15/07,Laia,Palco Optimus Clubbing,Secundário,
Alive,2012,15/07,Márcia,Palco Optimus Clubbing,Secundário,
Alive,2012,15/07,MazzyStar,Palco Heineken,Secundário,
Alive,2012,15/07,Metronomy,Palco Heineken,Secundário,
Alive,2012,15/07,Miles Kane,Palco Heineken,Secundário,
Alive,2012,15/07,Moullinex + Xinobi,Palco Optimus Clubbing,Secundário,
Alive,2012,15/07,PAUS,Palco Optimus,Principal,
Alive,2012,15/07,Radiohead,Palco Optimus,Principal,
Alive,2012,15/07,SBTRKT,Palco Heineken,Secundário,
Alive,2012,15/07,Seth Troxler,Palco Optimus Clubbing,Secundário,
Alive,2012,15/07,The Kills,Palco Heineken,Secundário,
Alive,2012,15/07,The Kooks,Palco Optimus,Principal,
Alive,2012,15/07,The Maccabees,Palco Heineken,Secundário,
Alive,2012,15/07,Warpaint,Palco Heineken,Secundário,
Alive,2013,12/07,AlunaGeorge,Palco Optimus Clubbing,Secundário,
Alive,2013,12/07,Biffy Clyro,Palco Optimus,Principal,
Alive,2013,12/07,Crystal Fighters,Palco Heineken,Secundário,
Alive,2013,12/07,Dead Combo,Palco Heineken,Secundário,
Alive,2013,12/07,Deap Vally,Palco Heineken,Secundário,
Alive,2013,12/07,Disclosure,Palco Optimus Clubbing,Secundário,
Alive,2013,12/07,Dusky,Palco Optimus Clubbing,Secundário,
Alive,2013,12/07,Edward Sharpe & The Magnetic Zeros,Palco Heineken,Secundário,
Alive,2013,12/07,Gold Panda,Palco Optimus Clubbing,Secundário,
Alive,2013,12/07,Green day,Palco Optimus,Principal,
Alive,2013,12/07,Huxley,Palco Optimus Clubbing,Secundário,
Alive,2013,12/07,Ivvvo,Coreto Red Bull Music Academy Radio,Secundário,
Alive,2013,12/07,Jamie N Commons,Palco Heineken,Secundário,
Alive,2013,12/07,Japandroids,Palco Heineken,Secundário,
Alive,2013,12/07,Jessie Ware,Palco Optimus Clubbing,Secundário,
Alive,2013,12/07,Marky Ramone's Blitzkrieg,Palco Heineken,Secundário,
Alive,2013,12/07,Mosca,Palco Optimus Clubbing,Secundário,
Alive,2013,12/07,Niagara,Coreto Red Bull Music Academy Radio,Secundário,
Alive,2013,12/07,Nigga Fox,Coreto Red Bull Music Academy Radio,Secundário,
Alive,2013,12/07,Quelle Dead Gazelle,Palco Heineken,Secundário,
Alive,2013,12/07,Redlight,Palco Optimus Clubbing,Secundário,
Alive,2013,12/07,Sarah Linhares & The Swagg Boyz,Coreto Red Bull Music Academy Radio,Secundário,
Alive,2013,12/07,Shadow Child,Palco Optimus Clubbing,Secundário,
Alive,2013,12/07,Stereophonics,Palco Optimus,Principal,
Alive,2013,12/07,Steve Aoki,Palco Optimus,Principal,
Alive,2013,12/07,Two Door Cinema Club,Palco Optimus,Principal,
Alive,2013,12/07,Two Inch Punch,Palco Optimus Clubbing,Secundário,
Alive,2013,12/07,Vampire Weekend,Palco Heineken,Secundário,
Alive,2013,12/07,Zacarocha,Coreto Red Bull Music Academy Radio,Secundário,
Alive,2013,13/07,2manydjs,Palco Optimus,Principal,
Alive,2013,13/07,Capitão Fausto,Palco Heineken,Secundário,
Alive,2013,13/07,Crystal Castles,Palco Heineken,Secundário,
Alive,2013,13/07,Depeche Mode,Palco Optimus,Principal,
Alive,2013,13/07,Dezperados,Palco Optimus Clubbing,Secundário,
Alive,2013,13/07,Diiv,Palco Heineken,Secundário,
Alive,2013,13/07,Editors,Palco Optimus,Principal,
Alive,2013,13/07,Flume,Palco Optimus Clubbing,Secundário,
Alive,2013,13/07,Hercules & Love Affair Soundsystem,Palco Heineken,Secundário,
Alive,2013,13/07,How To Dress Well,Palco Optimus Clubbing,Secundário,
Alive,2013,13/07,Jamie Lidell,Palco Heineken,Secundário,
Alive,2013,13/07,Jurassic 5,Palco Optimus,Principal,
Alive,2013,13/07,Marfox + MC Osvaldo,Coreto Red Bull Music Academy Radio,Secundário,
Alive,2013,13/07,Matias Aguayo,Palco Optimus Clubbing,Secundário,
Alive,2013,13/07,Metro Area,Palco Optimus Clubbing,Secundário,
Alive,2013,13/07,Oeiras Band Sessions,Palco Heineken,Secundário,
Alive,2013,13/07,Oquestrada,Palco Optimus,Principal,
Alive,2013,13/07,Rhye,Palco Heineken,Secundário,
Alive,2013,13/07,Switchst(D)ance,Palco Optimus Clubbing,Secundário,
Alive,2013,13/07,Techno Widow,Coreto Red Bull Music Academy Radio,Secundário,
Alive,2013,13/07,The Legendary Tigerman,Palco Heineken,Secundário,
Alive,2013,13/07,Throes + The Shine,Coreto Red Bull Music Academy Radio,Secundário,
Alive,2013,13/07,Time For T,Palco Optimus Clubbing,Secundário,
Alive,2013,13/07,Vahagan & The Sky People,Coreto Red Bull Music Academy Radio,Secundário,
Alive,2013,13/07,Wild Belle,Palco Heineken,Secundário,
Alive,2013,13/07,Yellow,Coreto Red Bull Music Academy Radio,Secundário,
Alive,2013,13/07,Yen Sung,Palco Optimus Clubbing,Secundário,
Alive,2013,14/07,Alex Metric,Palco Optimus Clubbing,Secundário,
Alive,2013,14/07,Alt-J,Palco Heineken,Secundário,
Alive,2013,14/07,Band of Horses,Palco Heineken,Secundário,
Alive,2013,14/07,Blaya,Palco Optimus Clubbing,Secundário,
Alive,2013,14/07,Brass Wires Orchestra,Palco Heineken,Secundário,
Alive,2013,14/07,Brodinsky VS Gesaffelstein,Palco Optimus Clubbing,Secundário,
Alive,2013,14/07,Capitão Ortense,Palco Heineken,Secundário,
Alive,2013,14/07,Celeste Mariposa,Coreto Red Bull Music Academy Radio,Secundário,
Alive,2013,14/07,Daniel Avery,Palco Optimus Clubbing,Secundário,
Alive,2013,14/07,Django Django,Palco Heineken,Secundário,
Alive,2013,14/07,Jake Bugg,Palco Optimus,Principal,
Alive,2013,14/07,Jorge Caiado,Coreto Red Bull Music Academy Radio,Secundário,
Alive,2013,14/07,Kaspar,Coreto Red Bull Music Academy Radio,Secundário,
Alive,2013,14/07,Kings of Lion,Palco Optimus,Principal,
Alive,2013,14/07,Linda Martini,Palco Optimus,Principal,PT
Alive,2013,14/07,Mad Called Honey,Palco Optimus Clubbing,Secundário,
Alive,2013,14/07,Max Drum,Palco Optimus Clubbing,Secundário,
Alive,2013,14/07,Of Monsters and Men,Palco Heineken,Secundário,
Alive,2013,14/07,Phoenix,Palco Optimus,Principal,
Alive,2013,14/07,Ramboiage,Coreto Red Bull Music Academy Radio,Secundário,
Alive,2013,14/07,Stereossauro,Coreto Red Bull Music Academy Radio,Secundário,
Alive,2013,14/07,Tame Impala,Palco Optimus,Principal,
Alive,2013,14/07,The Bloody Beetroots,Palco Heineken,Secundário,
Alive,2013,14/07,Tribes,Palco Heineken,Secundário,
Alive,2013,14/07,Twin Shadow,Palco Heineken,Secundário,
Alive,2013,14/07,White Haus,Palco Optimus Clubbing,Secundário,
Alive,2013,14/07,Zé Pedro Moura,Palco Optimus Clubbing,Secundário,
Alive,2014,10/07,A Vitória Régia,Palco Raw Coreto,Secundário,PT
Alive,2014,10/07,Arctic Monkeys,Palco NOS,Principal,
Alive,2014,10/07,Ben Howard,Palco NOS,Principal,
Alive,2014,10/07,Booka Shade,Palco Heineken,Secundário,
Alive,2014,10/07,Cpt.Luvlace,Palco Raw Coreto,Secundário,
Alive,2014,10/07,D3O,Palco Raw Coreto,Secundário,
Alive,2014,10/07,Daphni,Palco Optimus Clubbing,Secundário,
Alive,2014,10/07,Elbow,Palco Heineken,Secundário,
Alive,2014,10/07,Imagine Dragons,Palco NOS,Principal,
Alive,2014,10/07,Interpol,Palco NOS,Principal,
Alive,2014,10/07,Jacaré,Palco Heineken,Secundário,
Alive,2014,10/07,Jamie XX,Palco Optimus Clubbing,Secundário,
Alive,2014,10/07,Kelis,Palco Heineken,Secundário,
Alive,2014,10/07,Manuel Fúria,Palco Raw Coreto,Secundário,PT
Alive,2014,10/07,Midland,Palco Optimus Clubbing,Secundário,
Alive,2014,10/07,Noiserv,Palco Heineken,Secundário,
Alive,2014,10/07,Pantha Du Prince,Palco Optimus Clubbing,Secundário,
Alive,2014,10/07,Parov Stelar,Palco Heineken,Secundário,
Alive,2014,10/07,Pearson Sound,Palco Optimus Clubbing,Secundário,
Alive,2014,10/07,Sequin,Palco Raw Coreto,Secundário,
Alive,2014,10/07,Tasker,Palco Optimus Clubbing,Secundário,
Alive,2014,10/07,Temples,Palco Heineken,Secundário,
Alive,2014,10/07,The 1975,Palco Heineken,Secundário,
Alive,2014,10/07,The Fishtails,Palco Raw Coreto,Secundário,
Alive,2014,10/07,The Lumineers,Palco NOS,Principal,
Alive,2014,11/07,A Vitória Régia,Palco Raw Coreto,Secundário,PT
Alive,2014,11/07,Allen Stone,Palco Heineken,Secundário,
Alive,2014,11/07,Au Revoir Simone,Palco Heineken,Secundário,
Alive,2014,11/07,Boys Noize,Palco Optimus Clubbing,Secundário,
Alive,2014,11/07,Branko,Palco Optimus Clubbing,Secundário,PT
Alive,2014,11/07,Brushy One String,Palco Raw Coreto,Secundário,
Alive,2014,11/07,Buraka Som Sistema,Palco NOS,Principal,PT
Alive,2014,11/07,Caribou,Palco Heineken,Secundário,
Alive,2014,11/07,Cavaliers of Fun,Palco Raw Coreto,Secundário,
Alive,2014,11/07,D'Alva,Palco Optimus Clubbing,Secundário,
Alive,2014,11/07,Dillon Francis,Palco Optimus Clubbing,Secundário,
Alive,2014,11/07,Diplo,Palco Optimus Clubbing,Secundário,
Alive,2014,11/07,For Pete Sake,Palco Heineken,Secundário,
Alive,2014,11/07,Fritus Potatoes Suicide,Palco Raw Coreto,Secundário,
Alive,2014,11/07,Gunrose,Palco Optimus Clubbing,Secundário,
Alive,2014,11/07,Keep Razors Sharp,Palco Raw Coreto,Secundário,
Alive,2014,11/07,Kuroma,Palco Optimus Clubbing,Secundário,
